gene,number,cluster
POLM,27434,6
ROBLD3,28956,6
FAM156A,29057,6
C1GALT1C1,29071,6
UBE2T,29089,6
TFCP2L1,29842,6
HOOK2,29911,6
LOH3CR2A,29931,6
PRICKLE4,29964,6
PILRB,29990,6
SH3KBP1,30011,6
SOCS7,30837,6
HP1BP3,50809,6
TAS2R4,50832,6
SOST,50964,6
BOLA1,51027,6
METTL9,51108,6
MYO15A,51168,6
CKLF,51192,6
CPA4,51200,6
PDZD11,51248,6
CXorf26,51260,6
SCAND1,51282,6
CHCHD8,51287,6
SLC25A37,51312,6
PHF21A,51317,6
C2orf28,51374,6
CSAD,51380,6
ANAPC11,51529,6
NT5DC3,51559,6
TAF9B,51616,6
GINS2,51659,6
NLK,51701,6
RAPGEF6,51735,6
MYOZ2,51778,6
CDHR5,53841,6
TLR9,54106,6
POLE3,54107,6
ERRFI1,54206,6
DPM3,54344,6
SOX18,54345,6
TAS2R5,54429,6
MOV10L1,54456,6
NLE1,54475,6
SMOX,54498,6
ADAMTSL4,54507,6
NDUFB11,54539,6
L1TD1,54596,6
INO80,54617,6
CC2D1A,54862,6
CWC25,54883,6
CASZ1,54897,6
TMEM70,54968,6
ARGLU1,55082,6
PIWIL2,55124,6
ANKZF1,55139,6
ECHDC2,55268,6
MIOX,55586,6
GOLGA2B,55592,6
RNPC3,55599,6
ASAP3,55616,6
TRMT1,55621,6
ZNF692,55657,6
C17orf63,55731,6
H2AFJ,55766,6
BDP1,55814,6
C3orf10,55845,6
BEX1,55859,6
GSDMB,55876,6
MLL5,55904,6
NXF2,56001,6
RNF17,56163,6
CABP4,57010,6
C1orf63,57035,6
SPINLW1,57119,6
GOPC,57120,6
RGL3,57139,6
KIAA0495,57212,6
TTYH1,57348,6
PLEKHG5,57449,6
ERMN,57471,6
ARID1B,57492,6
SRGAP1,57522,6
CARNS1,57571,6
TMEM181,57583,6
ARHGAP23,57636,6
MYH7B,57644,6
KIAA1522,57648,6
PHF12,57649,6
CALCOCO1,57658,6
GBA2,57704,6
ZFYVE28,57732,6
LY6G5B,58496,6
SELK,58515,6
IL22RA1,58985,6
CELF6,60677,6
CIDEC,63924,6
ZNF335,63925,6
PRDM14,63978,6
GIGYF1,64599,6
GINS3,64785,6
LPIN3,64900,6
LRRC19,64922,6
MRPL36,64979,6
SLC26A10,65012,6
WNK1,65125,6
ZSWIM4,65249,6
MRPS34,65993,6
MRP63,78988,6
PVRIG,79037,6
BHLHE41,79365,6
KREMEN2,79412,6
NKAIN1,79570,6
SNRNP25,79622,6
SH3TC2,79628,6
C10orf68,79741,6
CATSPERB,79820,6
NAA40,79829,6
GEMIN6,79833,6
TUBAL3,79861,6
ZNF767,79970,6
MYO15B,80022,6
SPSB1,80176,6
C10orf57,80195,6
EDEM3,80267,6
EPC1,80314,6
PABPC1L,80336,6
SRCIN1,80725,6
OR51E2,81285,6
TM7SF4,81501,6
ACTL8,81569,6
C9orf45,81571,6
CCDC130,81576,6
TSSK3,81629,6
CCNL2,81669,6
ARPC5L,81873,6
TMEM93,83460,6
TAS1R3,83756,6
RSPH3,83861,6
RAB34,83871,6
SLC25A2,83884,6
OBSCN,84033,6
USP48,84196,6
MRI1,84245,6
PSD2,84249,6
ING5,84289,6
C17orf37,84299,6
ZNF397,84307,6
PHYHIPL,84457,6
CROCCL1,84809,6
KLHL22,84861,6
SLC7A3,84889,6
AGXT2L2,85007,6
SNHG12,85028,6
HIST1H2BK,85236,6
DGCR6L,85359,6
TUBGCP6,85378,6
LBX2,85474,6
FCHSD1,89848,6
ATG16L2,89849,6
SEC16B,89866,6
IFT20,90410,6
DUOXA1,90527,6
TCEAL8,90843,6
ZNF830,91603,6
CXorf40A,91966,6
FAM58A,92002,6
ATP6AP1L,92270,6
ZNF276,92822,6
PGAP3,93210,6
ORMDL3,94103,6
SLC46A1,113235,6
MBD6,114785,6
MYSM1,114803,6
CROCCL2,114819,6
LENG8,114823,6
OSBPL7,114881,6
LRRC56,115399,6
FCHO2,115548,6
FAM46B,115572,6
NXNL1,115861,6
TGM7,116179,6
C5orf55,116349,6
OLIG1,116448,6
MRGPRD,116512,6
RPL39L,116832,6
CATSPER2,117155,6
RFFL,117584,6
OLFM3,118427,6
CHCHD1,118487,6
OR56A4,120793,6
FAM186A,121006,6
C12orf54,121273,6
TDRD9,122402,6
ANKRD26P1,124149,6
ANKS3,124401,6
HSF5,124535,6
ZPBP2,124626,6
OVCA2,124641,6
SGK494,124923,6
CYB5D2,124936,6
LOXHD1,125336,6
FAM69C,125704,6
COX6B2,125965,6
NTN5,126147,6
CYP4F22,126410,6
TDRD10,126668,6
AADACL3,126767,6
HIST2H3C,126961,6
MYOM3,127294,6
LRRC39,127495,6
C20orf165,128497,6
AHSA2,130872,6
UROC1,131669,6
RPL32P3,132241,6
SLCO6A1,133482,6
ADAT2,134637,6
C7orf34,135927,6
PRSS37,136242,6
C9orf131,138724,6
FUNDC1,139341,6
ADAMTS14,140766,6
TMEM120B,144404,6
GLT1D1,144423,6
TTBK2,146057,6
CDAN1,146059,6
IL34,146433,6
PTPRVP,148713,6
C1orf213,148898,6
BTBD19,149478,6
LOC150776,150776,6
SLC23A3,151295,6
LOC152217,152217,6
SHISA3,152573,6
TMEM161B,153396,6
C5orf38,153571,6
C6orf129,154467,6
LOC154822,154822,6
CRYGN,155051,6
?,155060,6
NSUN5P1,155400,6
RBM33,155435,6
MAMDC4,158056,6
RASEF,158158,6
LOC158376,158376,6
PPTC7,160760,6
TCEB3C,162699,6
ZNF791,163049,6
IL28RA,163702,6
TTLL9,164395,6
OXER1,165140,6
OLIG3,167826,6
SNX31,169166,6
ASXL1,171023,6
ZFC3H1,196441,6
FAM129C,199786,6
C1orf126,200197,6
LIPH,200879,6
CENPV,201161,6
FBXO15,201456,6
TMEM184A,202915,6
OR8B12,219858,6
TPCN2,219931,6
ATOH7,220202,6
FAM181B,220382,6
JMJD1C,221037,6
PI16,221476,6
AFARP1,246182,6
TMEM9,252839,6
WDR27,253769,6
TTLL10,254173,6
C17orf61,254863,6
ZDHHC23,254887,6
TMEM86B,255043,6
TMCO4,255104,6
TCTEX1D2,255758,6
GK5,256356,6
SUN3,256979,6
SNX33,257364,6
ALS2CL,259173,6
LY6G6F,259215,6
NSUN5P2,260294,6
GPR110,266977,6
LOC283050,283050,6
C11orf85,283129,6
NEAT1,283131,6
LOC283314,283314,6
SUGT1L1,283507,6
LOC283663,283663,6
C16orf91,283951,6
NEK8,284086,6
C17orf78,284099,6
LOC284100,284100,6
C17orf89,284184,6
FAM71E2,284418,6
NCRNA00201,284702,6
ESPNP,284729,6
CRIPAK,285464,6
FAM13AOS,285512,6
FAM200B,285550,6
NCRNA00174,285908,6
SPDYE1,285955,6
C7orf53,286006,6
LCN12,286256,6
HIST2H2AB,317772,6
LOC338799,338799,6
ESPNL,339768,6
BEX5,340542,6
OR8S1,341568,6
GLDN,342035,6
STAC2,342667,6
ZSCAN5B,342933,6
FCRL6,343413,6
HSD17B13,345275,6
MTX3,345778,6
EP400NL,347918,6
ANKDD1A,348094,6
LOC349114,349114,6
SPATA21,374955,6
CCDC23,374969,6
C1orf175,374977,6
ANKRD36,375248,6
RBM44,375316,6
NCRNA00175,378832,6
C21orf131,387486,6
LIPT2,387787,6
C15orf52,388115,6
LOC388152,388152,6
RNF207,388591,6
?,388795,6
SPDYE8P,389517,6
GPR152,390212,6
LBXCOR1,390598,6
KLHL31,401265,6
LDLRAD2,401944,6
FLJ45340,402483,6
TBC1D3B,414059,6
TBC1D3C,414060,6
LOC440173,440173,6
GOLGA8B,440270,6
GOLGA6L9,440295,6
GPR179,440435,6
LOC440905,440905,6
C6orf226,441150,6
PMS2L11,441263,6
STAG3L2,442582,6
SPDYE5,442590,6
POTEE,445582,6
C18orf56,494514,6
CXorf40B,541578,6
HIGD1C,613227,6
SERINC4,619189,6
FDPSL2A,619190,6
BTBD18,643376,6
CCDC154,645811,6
SH2D7,646892,6
HRCT1,646962,6
GOLGA6L10,647042,6
LOC648740,648740,6
RPL23AP64,649946,6
SEC1,653677,6
SCARNA17,677769,6
SCARNA15,677778,6
SNHG4,724102,6
POTEF,728378,6
AGAP8,728404,6
RPS15AP10,728963,6
PRR23A,729627,6
TBC1D3,729873,6
C1orf152,767846,6
SNORD116-20,100033431,6
SNORD116-28,100033820,6
ZNF397OS,100101467,6
DNM1P35,100128285,6
LOC100132215,100132215,6
LOC100132247,100132247,6
?,100133144,6
?,100134869,6
LOC100240735,100240735,6
LOC100271836,100271836,6
MTCP1NB,100272147,6
NCRNA00182,100302692,6
